re_idx,idx,sentence,category,polarity
1262,256:1,"what an elegant, wonderful machine.",LAPTOP#DESIGN_FEATURES,positive
1262,256:1,"what an elegant, wonderful machine.",LAPTOP#GENERAL,positive
1263,256:2,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",LAPTOP#GENERAL,positive
1263,256:2,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.",COMPANY#GENERAL,positive
1264,256:3,I really wish I had done this years ago.,LAPTOP#GENERAL,positive
1265,256:4,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP#CONNECTIVITY,positive
1265,256:4,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,LAPTOP#USABILITY,positive
1267,256:6,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,LAPTOP#GENERAL,positive
1268,94:0,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",LAPTOP#GENERAL,negative
1269,94:1,The computer blinks it shuts off at will.,LAPTOP#OPERATION_PERFORMANCE,negative
1270,94:2,The letter A stopped working after the first week.,KEYBOARD#QUALITY,negative
1270,94:2,The letter A stopped working after the first week.,KEYBOARD#OPERATION_PERFORMANCE,negative
1271,94:3,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,SUPPORT#QUALITY,negative
1273,94:5,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,SUPPORT#QUALITY,negative
1273,94:5,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,LAPTOP#QUALITY,negative
1274,94:6,they have done absolutely nothing to fix the computer problem.,SUPPORT#QUALITY,negative
1275,94:7,they have not sent a new one nor called.,SUPPORT#QUALITY,negative
1276,94:8,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,LAPTOP#DESIGN_FEATURES,neutral
1276,94:8,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,LAPTOP#PRICE,negative
1277,94:9,then on top of it all their cusromer service center is in the middle east.,SUPPORT#MISCELLANEOUS,negative
1278,94:10,So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,SUPPORT#QUALITY,negative
1279,94:11,"Then to make matters worst, there is noone that they can transfer you to.",SUPPORT#QUALITY,negative
1281,96:0,I had this computer for one month and had to send it in for repair.,LAPTOP#QUALITY,negative
1282,96:1,Got the computer back a month later and it was still broken sent it out again and they repaired it.,SUPPORT#QUALITY,negative
1283,96:2,3 weeks went by and the computer keeps crashing and will not open any applications.,SUPPORT#QUALITY,negative
1284,96:3,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,SUPPORT#QUALITY,negative
1284,96:3,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,COMPANY#GENERAL,negative
1285,96:4,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,SUPPORT#QUALITY,negative
1286,96:5,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,LAPTOP#QUALITY,negative
1287,374:0,I have had this laptop for a few months now and i would say im pretty satisfied.,LAPTOP#GENERAL,positive
1288,374:1,The only problems are the sound isnt very loud I have to wear headphones.,MULTIMEDIA_DEVICES#QUALITY,negative
1289,374:2,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,MOUSE#QUALITY,negative
1289,374:2,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,SUPPORT#PRICE,negative
1290,374:3,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT#PRICE,negative
1290,374:3,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,SUPPORT#QUALITY,negative
1291,374:4,It took a little over 2 weeks until i got it back.,SUPPORT#QUALITY,negative
1292,374:5,ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,MOUSE#QUALITY,negative
1294,374:7,To be honest i think it was faulty equipment or something but idk.,LAPTOP#QUALITY,negative
1295,374:8,The graphics are great.,GRAPHICS#GENERAL,positive
1296,374:9,The internet speed is spectacular.,LAPTOP#OPERATION_PERFORMANCE,positive
1296,374:9,The internet speed is spectacular.,LAPTOP#CONNECTIVITY,positive
1297,374:10,The battery life is probably an hour at best.,BATTERY#OPERATION_PERFORMANCE,negative
1298,374:11,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,SOFTWARE#MISCELLANEOUS,negative
1299,374:12,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,LAPTOP#OPERATION_PERFORMANCE,positive
1299,374:12,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,LAPTOP#CONNECTIVITY,positive
1300,374:13,I wish the volume could be louder and the mouse didnt break after only a month.,MULTIMEDIA_DEVICES#QUALITY,negative
1300,374:13,I wish the volume could be louder and the mouse didnt break after only a month.,MOUSE#QUALITY,negative
1301,349:0,I received this laptop as a gift and let me just tell you that its the worst.,LAPTOP#GENERAL,negative
1302,349:1,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,MOTHERBOARD#QUALITY,negative
1302,349:1,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,SUPPORT#QUALITY,negative
1303,349:2,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,LAPTOP#MISCELLANEOUS,negative
1304,349:3,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,LAPTOP#MISCELLANEOUS,negative
1305,349:4,the whole experiece is horrible so save up and buy a better laptop.,LAPTOP#GENERAL,negative
1306,97:0,I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,LAPTOP#GENERAL,negative
1307,97:1,"The computer is so slow, even after paying staples the extra money to speed it up.",LAPTOP#OPERATION_PERFORMANCE,negative
1308,97:2,They said it was a computer error on this type of computer.,LAPTOP#MISCELLANEOUS,negative
1309,97:3,"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",LAPTOP#QUALITY,negative
1310,97:4,"When the computer has been on for several minutes, it will occasionaly just go off by itself.",LAPTOP#OPERATION_PERFORMANCE,negative
1311,97:5,"Also, the battery does not last very long at all.",BATTERY#OPERATION_PERFORMANCE,negative
1312,97:6,I would recommend not buying this product.,LAPTOP#GENERAL,negative
1313,97:7,I have had no luck with staples or HP to resolve this problem.,SUPPORT#QUALITY,negative
1314,97:8,I am stuck with a laptop that I cannot do very much with.,LAPTOP#GENERAL,negative
1315,97:9,"Also, I have had alot of trouble with the keys sticking and will not type correctly.",KEYBOARD#OPERATION_PERFORMANCE,negative
1316,97:10,"Also, I have had alot of trouble with the shift key to go to other lines.",KEYBOARD#OPERATION_PERFORMANCE,negative
1317,97:11,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",KEYBOARD#OPERATION_PERFORMANCE,negative
1317,97:11,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",KEYBOARD#USABILITY,negative
1318,97:12,Sometimes the screen even goes black on this computer.,DISPLAY#OPERATION_PERFORMANCE,negative
1319,97:13,Will probably never buy a HP again.,COMPANY#GENERAL,negative
1320,145:0,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,LAPTOP#QUALITY,negative
1320,145:0,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,LAPTOP#OPERATION_PERFORMANCE,negative
1321,145:1,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,HARD_DISC#QUALITY,negative
1321,145:1,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,SUPPORT#PRICE,negative
1324,230:0,I hate it.,LAPTOP#GENERAL,negative
1325,230:1,I have had the luxury (sarcasm) of owning 2 of these laptops.,LAPTOP#GENERAL,negative
1326,230:2,The first fell apart right after the 1-year-warranty.,LAPTOP#QUALITY,negative
1327,230:3,"During that time, I had to send it back 3 times.",LAPTOP#QUALITY,negative
1328,230:4,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,LAPTOP#DESIGN_FEATURES,negative
1328,230:4,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,LAPTOP#QUALITY,negative
1328,230:4,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,LAPTOP#PRICE,negative
1329,230:5,None of the techs at HP knew what they were doing.,SUPPORT#QUALITY,negative
1330,230:6,"They would repair one thing, send it back and it would still have the same problem.",SUPPORT#QUALITY,negative
1331,230:7,"The processor went on me, the fan went and the motherboard went.",CPU#QUALITY,negative
1331,230:7,"The processor went on me, the fan went and the motherboard went.",FANS_COOLING#QUALITY,negative
1331,230:7,"The processor went on me, the fan went and the motherboard went.",MOTHERBOARD#QUALITY,negative
1332,230:8,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",SUPPORT#QUALITY,negative
1332,230:8,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",LAPTOP#GENERAL,negative
1333,230:9,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,SUPPORT#QUALITY,negative
1334,230:10,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,WARRANTY#PRICE,neutral
1335,230:11,I sent it back AND THEY LOST IT.,SUPPORT#QUALITY,negative
1336,230:12,I waited and waited and no laptop.,SUPPORT#QUALITY,negative
1337,230:13,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,SUPPORT#QUALITY,negative
1338,230:14,"I waited another month for approval and for them to ""BUILD"" me a new laptop.",SUPPORT#QUALITY,negative
1341,230:17,Here we are another year later and the computer is doing the same thing.,SUPPORT#QUALITY,negative
1342,230:18,HP didn't fix it.,SUPPORT#QUALITY,negative
1343,230:19,I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,LAPTOP#QUALITY,negative
1346,130:1,in 5 months the connect quality got worse and worse.,LAPTOP#CONNECTIVITY,negative
1346,130:1,in 5 months the connect quality got worse and worse.,LAPTOP#QUALITY,negative
1347,130:2,1st time they got it working the next 5 month they had me send it in.,SUPPORT#QUALITY,negative
1348,130:3,returned it.,LAPTOP#GENERAL,negative
1349,130:4,5 months dead again.,LAPTOP#QUALITY,negative
1350,130:5,They say sorry out of warranty.,SUPPORT#QUALITY,negative
1351,130:6,Summary: They played games with me for the warranty period.,SUPPORT#QUALITY,negative
1352,130:7,Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,SUPPORT#PRICE,negative
1353,130:8,They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,SUPPORT#QUALITY,negative
1354,130:9,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,LAPTOP#CONNECTIVITY,negative
1354,130:9,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,SUPPORT#QUALITY,negative
1355,130:10,So buyer beware when buying Toshiba,COMPANY#GENERAL,negative
1358,52:2,"They are wonderful, but very dangerous when it comes to emitting heat.",LAPTOP#GENERAL,positive
1358,52:2,"They are wonderful, but very dangerous when it comes to emitting heat.",LAPTOP#QUALITY,negative
1359,52:3,"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",LAPTOP#QUALITY,negative
1360,52:4,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",SUPPORT#QUALITY,negative
1365,52:9,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",COMPANY#GENERAL,negative
1366,52:10,"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",COMPANY#GENERAL,negative
1367,52:11,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",COMPANY#GENERAL,negative
1370,235:1,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",LAPTOP#DESIGN_FEATURES,neutral
1371,235:2,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,HARD_DISC#QUALITY,negative
1372,235:3,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",SUPPORT#QUALITY,positive
1374,235:5,"Also the speakers are not very loud, But it is a netbook.",MULTIMEDIA_DEVICES#QUALITY,neutral
1375,235:6,Would HIGHLY recommend this netbook though.,LAPTOP#GENERAL,positive
1377,49:1,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,SUPPORT#QUALITY,negative
1380,49:4,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,SHIPPING#QUALITY,negative
1381,49:5,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",LAPTOP#QUALITY,negative
1381,49:5,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",LAPTOP#PRICE,negative
1382,49:6,"Although my model was listed as recalled, HP denied my claim.",SUPPORT#QUALITY,negative
1387,53:0,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",LAPTOP#GENERAL,negative
1387,53:0,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",LAPTOP#QUALITY,negative
1388,53:1,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",SOFTWARE#GENERAL,negative
1388,53:1,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",LAPTOP#DESIGN_FEATURES,neutral
1388,53:1,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",LAPTOP#OPERATION_PERFORMANCE,negative
1389,53:2,If you shop around in the current market you can find a much better deal.,LAPTOP#GENERAL,negative
1390,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SUPPORT#QUALITY,positive
1390,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SHIPPING#QUALITY,negative
1391,60:0,Unable to boot up this brand new laptop.,LAPTOP#QUALITY,negative
1391,60:0,Unable to boot up this brand new laptop.,LAPTOP#OPERATION_PERFORMANCE,negative
1392,60:1,Spent 2 hours on phone with HP Technical Support.,SUPPORT#QUALITY,negative
1393,60:2,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",SUPPORT#QUALITY,negative
1394,60:3,They are asking me to ship the unit back to fix it at their site.,SUPPORT#QUALITY,neutral
1395,60:4,I am going to go back and return at Store I bought from!,LAPTOP#GENERAL,negative
1396,89:0,This computer had exactly the specifications I needed.,LAPTOP#DESIGN_FEATURES,positive
1397,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#DESIGN_FEATURES,positive
1397,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#PORTABILITY,positive
1397,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#OPERATION_PERFORMANCE,positive
1398,89:2,The perfect notebook...,LAPTOP#GENERAL,positive
1399,89:3,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,LAPTOP#OPERATION_PERFORMANCE,negative
1400,89:4,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,LAPTOP#CONNECTIVITY,negative
1401,89:5,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",SUPPORT#QUALITY,negative
1402,89:6,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT#QUALITY,negative
1403,89:7,Needless to say a PC that can't support a cell phone is less than useless!,LAPTOP#CONNECTIVITY,negative
1404,92:0,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",SUPPORT#QUALITY,negative
1404,92:0,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",COMPANY#GENERAL,negative
1405,92:1,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,SUPPORT#QUALITY,negative
1406,92:2,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",POWER_SUPPLY#QUALITY,negative
1406,92:2,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",POWER_SUPPLY#OPERATION_PERFORMANCE,negative
1409,92:5,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,SUPPORT#QUALITY,negative
1410,92:6,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,SUPPORT#QUALITY,negative
1411,92:7,This was the 3rd day and part still had not been shipped.,SUPPORT#QUALITY,negative
1414,92:10,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",SUPPORT#QUALITY,negative
1416,92:12,I'm tired of the inept service.,SUPPORT#QUALITY,negative
1417,92:13,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,COMPANY#GENERAL,negative
1418,92:14,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY#OPERATION_PERFORMANCE,negative
1418,92:14,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY#DESIGN_FEATURES,negative
1419,92:15,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,LAPTOP#GENERAL,negative
1420,92:16,HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER_SUPPLY#OPERATION_PERFORMANCE,negative
1422,310:0,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,LAPTOP#MISCELLANEOUS,positive
1423,310:1,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP#GENERAL,positive
1423,310:1,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP#MISCELLANEOUS,positive
1424,310:2,"It pretty much does everything we could ever need, and looks great to boot.",LAPTOP#OPERATION_PERFORMANCE,positive
1424,310:2,"It pretty much does everything we could ever need, and looks great to boot.",LAPTOP#DESIGN_FEATURES,positive
1425,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.",LAPTOP#DESIGN_FEATURES,positive
1425,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.",COMPANY#GENERAL,positive
1426,310:4,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,SOFTWARE#USABILITY,positive
1426,310:4,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,LAPTOP#OPERATION_PERFORMANCE,positive
1427,310:5,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",LAPTOP#GENERAL,positive
1428,310:6,"It's great and we will always stick with Apple computers, we have been so happy with them.",LAPTOP#GENERAL,positive
1428,310:6,"It's great and we will always stick with Apple computers, we have been so happy with them.",COMPANY#GENERAL,positive
1430,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#QUALITY,positive
1430,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#PORTABILITY,positive
1430,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#OPERATION_PERFORMANCE,positive
1431,41:2,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",BATTERY#OPERATION_PERFORMANCE,positive
1431,41:2,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",LAPTOP#MISCELLANEOUS,positive
1432,41:3,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",LAPTOP#OPERATION_PERFORMANCE,positive
1433,41:4,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",GRAPHICS#GENERAL,positive
1433,41:4,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",LAPTOP#MISCELLANEOUS,positive
1435,41:6,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",OS#USABILITY,positive
1435,41:6,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",MOUSE#DESIGN_FEATURES,positive
1437,41:8,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",MOUSE#DESIGN_FEATURES,positive
1437,41:8,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",MOUSE#USABILITY,positive
1438,41:9,"Still, this laptop is perfect for all day use at school and work.",LAPTOP#MISCELLANEOUS,positive
1439,41:10,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,LAPTOP#QUALITY,positive
1442,42:2,Probbly the worst decision we ever made!,LAPTOP#GENERAL,negative
1443,42:3,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,KEYBOARD#QUALITY,negative
1443,42:3,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,HARD_DISC#QUALITY,negative
1446,42:6,pretty much everything else about the computer is good it just stops working out of no were.,LAPTOP#GENERAL,positive
1446,42:6,pretty much everything else about the computer is good it just stops working out of no were.,LAPTOP#OPERATION_PERFORMANCE,negative
1447,42:7,i love the size of the computer since i play games on it.,LAPTOP#DESIGN_FEATURES,positive
1448,42:8,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,KEYBOARD#DESIGN_FEATURES,positive
1449,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD#DESIGN_FEATURES,negative
1449,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD#USABILITY,negative
1450,42:10,So i would not reccomend anyone buying this computer,LAPTOP#GENERAL,negative
1451,6:0,"First, it does not have a push button to open the lid.",LAPTOP#DESIGN_FEATURES,negative
1452,6:1,It is held in place magnetically.,LAPTOP#DESIGN_FEATURES,neutral
1453,6:2,There is a little indent to help open it - but good luck with that.,LAPTOP#DESIGN_FEATURES,neutral
1453,6:2,There is a little indent to help open it - but good luck with that.,LAPTOP#USABILITY,negative
1454,6:3,"Once open, the leading edge is razor sharp.",LAPTOP#DESIGN_FEATURES,negative
1455,6:4,This is the complete opposite to an ergonomic design.,LAPTOP#DESIGN_FEATURES,negative
1455,6:4,This is the complete opposite to an ergonomic design.,LAPTOP#USABILITY,negative
1456,6:5,Using this machine is like a mild form of torture.,LAPTOP#USABILITY,negative
1458,6:7,The much lauded combined touch pad and clicker is a nightmare.,MOUSE#DESIGN_FEATURES,negative
1459,6:8,I lost two items I was working on until I figured out what was happening.,MOUSE#OPERATION_PERFORMANCE,negative
1459,6:8,I lost two items I was working on until I figured out what was happening.,MOUSE#USABILITY,negative
1460,6:9,"Also, the space bar makes a noisy click every time you use it.",KEYBOARD#QUALITY,negative
1461,6:10,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",LAPTOP#GENERAL,negative
1462,6:11,"It is absolutely horrible to use, despite all its so called advanced features.",LAPTOP#USABILITY,negative
1462,6:11,"It is absolutely horrible to use, despite all its so called advanced features.",LAPTOP#DESIGN_FEATURES,neutral
1463,6:12,I regret buying it before understanding how awful it is to use.,LAPTOP#GENERAL,negative
1463,6:12,I regret buying it before understanding how awful it is to use.,LAPTOP#USABILITY,negative
1465,6:14,It's a bummer and one out of five is being kind.,LAPTOP#GENERAL,negative
1466,6:15,My Mac has gone from being a trusted friend to an adversary.,LAPTOP#GENERAL,negative
1468,6:17,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",LAPTOP#GENERAL,negative
1470,68:1,But the screen size is not that bad for email and web browsing.,DISPLAY#DESIGN_FEATURES,neutral
1471,68:2,I like this machine because its very lightweight...,LAPTOP#DESIGN_FEATURES,positive
1472,68:3,very convenient when you travel and the battery life is excellent...,BATTERY#OPERATION_PERFORMANCE,positive
1472,68:3,very convenient when you travel and the battery life is excellent...,LAPTOP#PORTABILITY,positive
1473,68:4,10 hours of battery life is really something else....,BATTERY#OPERATION_PERFORMANCE,positive
1474,68:5,I highly recommend that you buy this product.,LAPTOP#GENERAL,positive
1476,7:1,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",LAPTOP#OPERATION_PERFORMANCE,negative
1477,7:2,I Hate it!,LAPTOP#GENERAL,negative
1478,70:0,It is the easiest computer I have ever used,LAPTOP#USABILITY,positive
1481,70:3,I LOVE IT!,LAPTOP#GENERAL,positive
1482,70:4,I can't say enough good for it!,LAPTOP#GENERAL,positive
1483,72:0,It's A MAC!!,LAPTOP#GENERAL,positive
1484,72:1,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",LAPTOP#GENERAL,positive
1485,72:2,I like to use it at the race track to handiecap the horse races.,LAPTOP#MISCELLANEOUS,positive
1486,72:3,It's face and depanable.,LAPTOP#QUALITY,positive
1487,72:4,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,LAPTOP#MISCELLANEOUS,positive
1488,72:5,it's just a great toy to have around.,LAPTOP#GENERAL,positive
1489,73:0,very very slow laptop.,LAPTOP#OPERATION_PERFORMANCE,negative
1490,73:1,tons of bloatware and junk programs.,LAPTOP#DESIGN_FEATURES,negative
1490,73:1,tons of bloatware and junk programs.,SOFTWARE#GENERAL,negative
1491,73:2,can't reinstall with standard os cd because of proprietary hardware drivers.,LAPTOP#USABILITY,negative
1491,73:2,can't reinstall with standard os cd because of proprietary hardware drivers.,SOFTWARE#GENERAL,negative
1492,73:3,keys are all in weird places and is way too large for the way it is designed.,KEYBOARD#DESIGN_FEATURES,negative
1492,73:3,keys are all in weird places and is way too large for the way it is designed.,LAPTOP#DESIGN_FEATURES,negative
1493,73:4,lots of extra space but the keyboard is ridiculously small.,KEYBOARD#DESIGN_FEATURES,negative
1493,73:4,lots of extra space but the keyboard is ridiculously small.,LAPTOP#DESIGN_FEATURES,neutral
1494,266:0,Amazing machine.,LAPTOP#GENERAL,positive
1495,266:1,"It is a big big, but since it has a 18.4"" screen what would you expect!",LAPTOP#DESIGN_FEATURES,neutral
1496,266:2,It is truly a Desktop Replacement.,LAPTOP#MISCELLANEOUS,positive
